path|transcript
thesis-asr/audios/audio10_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio10_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio11_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio11_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio11_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio11_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio11_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio11_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio11_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio11_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio11_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio11_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio11_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio11_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio11_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang mag ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio11_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio11_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio11_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio11_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio12_00.flac|dine sa pilipinas hindi lamang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio12_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio12_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio12_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio12_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio12_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang hamon na ating ki hinaharap
thesis-asr/audios/audio12_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio12_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio12_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio12_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio12_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio12_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakilanlan bilang isang bansa
thesis-asr/audios/audio12_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio12_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio12_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio12_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang mapagpatuloy at mapaggpa pakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio12_16.flac|ang tunay na ganda ay at halaga ng pilipinas ay nakikita natin dine lamang natin mapapa mapapansin at are ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio13_00.flac|dine sa pilipinas hindi lamang mga tanawin at bundok ang makikita dine lamang
thesis-asr/audios/audio13_01.flac|nire rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio13_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirapan ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio13_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio13_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa ka kalayaan at demokrasya
thesis-asr/audios/audio13_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas ma mapagtagumpayan ang ha mga hamon na ating hinaharap
thesis-asr/audios/audio13_06.flac|dine sa pilipinas mayroon din tayong talento at kakayahan na ang laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio13_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio13_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio13_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio13_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio13_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagpapakakilanlan bilang isang bansa
thesis-asr/audios/audio13_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are lamang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio13_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio13_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang makikita
thesis-asr/audios/audio13_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio13_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita dine lamang natin mapapansin at are at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio14_00.flac|ne sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine
thesis-asr/audios/audio14_01.flac|ganire din ka kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio14_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio14_03.flac|ngunit hindi rin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio14_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio14_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinahaharap
thesis-asr/audios/audio14_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are lamang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio14_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na pan patimpalak
thesis-asr/audios/audio14_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio14_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are lamang din naman darating
thesis-asr/audios/audio14_10.flac|ganire kahalaga ang bawat isa sa atin at dine lamang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio14_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio14_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are lamang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio14_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita sa ng pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio14_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad  ito lang naman ang nakikita
thesis-asr/audios/audio14_15.flac|ngunit sa kabila ng lahat ng are mayroon pa tayong dahilan upang ip patuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio14_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at tayo rin ang magbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio15_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio15_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan ng bansa
thesis-asr/audios/audio15_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio15_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine laang din
thesis-asr/audios/audio15_04.flac|ganire kahaba ang ating kasaysayan at pakikip ng pakikipaglaban para sa kalayaan ng demokrasya
thesis-asr/audios/audio15_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio15_06.flac|dine sa pilipinas mayroon din tayong mga tan talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio15_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio15_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio15_09.flac|sa huli dine sa pilipinas makikita natin ang pagkakataong are laang din naman darating
thesis-asr/audios/audio15_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio15_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio15_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio15_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio15_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio15_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga kadahilan upang magpatuloy at magpa pakatatag at sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio15_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin natin dine laang naman mapapansin at are rin ang nagbibigay lakas at pag asa ng ating lahat
thesis-asr/audios/audio16_00.flac|hindi laang mga tanawin at bundok ang nakikita dine lang
thesis-asr/audios/audio16_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio16_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi ang nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio16_03.flac|ngunit hindi na natin dapat kalimutan ang mga posi positibong bagay na na dine lang din makikita
thesis-asr/audios/audio16_04.flac|ganire kahaba ang ating kasay kasili kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio16_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas matagumpay mapagtagumpayan ang mga hamon na ating kinahaharap
thesis-asr/audios/audio16_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na na are laang naman ang internasyonal na patimpalak 
thesis-asr/audios/audio16_07.flac|are rin ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng ka karangalan sa ating bansa
thesis-asr/audios/audio16_08.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din ang naman darating
thesis-asr/audios/audio16_09.flac|pagma pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio16_10.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio16_11.flac|dagdag pa natin ang katotohanan na dine dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na ara are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio16_12.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil dahilan ang ang nagpakita ng ating pakakakilanlan bilang mga pilipino
thesis-asr/audios/audio16_13.flac|sa kubo sa kabuuan dine sa pilipinas mayroong mga rit ri realidad na na ito laang naman ang nakikitang
thesis-asr/audios/audio16_14.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpa mag magpatuloy at mag magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio16_15.flac|ang tunay na ganda at halaga ng pilipinas nakikita natin din lamang natin mapapansin at are are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio17_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita di dine laang
thesis-asr/audios/audio17_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio17_02.flac|are din ang kadahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkasa pangkalusugan
thesis-asr/audios/audio17_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio17_04.flac|ganire din garine kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio17_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio17_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio17_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patim patimpalak
thesis-asr/audios/audio17_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio17_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio17_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio17_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio17_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are lamang are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio17_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita sa ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio17_14.flac|sa kabuuan dine sa pilipinas mayroong mga ri realidad na ito laang naman ang makikita
thesis-asr/audios/audio17_15.flac|ngunit sa kabila ng lahat na are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio17_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita na din natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio18_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio18_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio18_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio18_03.flac|ngunit hindi natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio18_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio18_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapag mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio18_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio18_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio18_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio18_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio18_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio18_11.flac|are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio18_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio18_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil ang are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio18_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio18_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilanan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio18_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio19_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio19_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio19_02.flac|are rin ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio19_03.flac|ngunit hindi din natin dapat kalimutan ang mga positibong bagay na din lang makikita
thesis-asr/audios/audio19_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio19_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio19_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio19_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio19_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio19_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang dinnaman darating
thesis-asr/audios/audio19_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio19_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio19_12.flac|dagdag pa natin ang katotohanan na di din rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio19_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio19_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio19_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio19_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin napapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio20_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine nito dine laang
thesis-asr/audios/audio20_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio20_02.flac|are rin ang dahilan kung bakit maraming kabataan dine ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio20_03.flac|ngunit hindi din natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio20_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio20_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio20_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan ng ating bansa
thesis-asr/audios/audio20_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio20_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio20_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din namang darating
thesis-asr/audios/audio20_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio20_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio20_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio20_13.flac|ganire kahalaga ang ating mga festival at ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio20_14.flac|oh sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio20_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio20_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio21_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine nito dine laang
thesis-asr/audios/audio21_01.flac|ganire rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio21_02.flac|are rin ang dahilan kung bakit maraming kabataan dine ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio21_03.flac|ngunit hindi natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio21_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio21_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas magtatagumpayan ang hamon are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio21_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan ng ating bansa
thesis-asr/audios/audio21_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio21_08.flac|are din ang dapat dahilan kung bakit dapat nating ipagpatuloy ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio21_09.flac|sa huli ay dine sa pilipinas makikita natin ang mga pagkakataong are laang din namang ang darating
thesis-asr/audios/audio21_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio21_11.flac|are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio21_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio21_13.flac|ganire kahalaga ang ating mga festival at ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio21_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio21_15.flac|ngunit sa kabila lahat ng are sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio21_16.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio21_17.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio22_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita nito dine laang
thesis-asr/audios/audio22_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
